11_3	1	0.16946	95709	10085
11_3	2	0.76389	247062	345143
11_3	3	0.85860	207271	194873
100_23	1	0.08526	76105	4354
100_23	2	0.75528	203303	279660
100_23	3	0.85276	162787	158228
110_3	1	0.15183	36610	5345
110_3	2	0.80459	219479	280798
110_3	3	0.81388	179734	150155
111_2	1	0.12175	60449	5425
111_2	2	0.76758	210182	272731
111_2	3	0.84205	183370	176397
112_2	1	0.13144	63049	5212
112_2	2	0.75535	174511	241083
112_2	3	0.83454	144405	135715
12_3	1	0.17837	90180	9623
12_3	2	0.77904	235533	313009
12_3	3	0.87673	180198	183344
13_3	1	0.06778	100557	4818
13_3	2	0.73382	232654	304385
13_3	3	0.86072	170197	194258
15_3	1	0.13223	70557	7698
15_3	2	0.61924	135957	210511
15_3	3	0.73340	133410	124082
16_3	1	0.11387	48761	4370
16_3	2	0.68973	124305	186204
16_3	3	0.76890	119944	103323
17_3	1	0.08062	66107	4021
17_3	2	0.64626	127185	192964
17_3	3	0.78274	118005	115197
191_3	1	0.08444	60865	3464
191_3	2	0.75315	165031	235741
191_3	3	0.85282	151407	138139
2_4	1	0.04568	83282	3052
2_4	2	0.52874	137349	188962
2_4	3	0.61945	89047	118895
202_3	1	0.22023	68128	9209
202_3	2	0.78690	198556	265564
202_3	3	0.86248	161730	153689
205_3	1	0.22246	62639	8672
205_3	2	0.77869	187002	255052
205_3	3	0.86365	175114	161077
6_10	1	0.06638	133208	7228
6_10	2	0.35428	140154	216065
6_10	3	0.36458	80232	133265
7_8	1	0.10117	56980	4523
7_8	2	0.71554	142045	203306
7_8	3	0.81189	123108	115310
8_4	1	0.12022	58848	5432
8_4	2	0.68554	139810	204609
8_4	3	0.79336	134535	125012
4_8	1	0.07333	80079	6245
4_8	2	0.52356	129460	177502
4_8	3	0.61033	78882	107949
