1_24	0.96060	6.083	312792	307754
11_3	0.96941	5.385	553414	550042
110_3	0.96309	7.000	452859	436254
111_2	0.96155	5.099	462020	454508
112_2	0.96559	5.000	397975	381965
12_3	0.95695	6.083	528901	505911
13_3	0.96015	7.874	518968	503408
15_3	0.94273	7.348	318164	342290
16_3	0.95748	6.000	285404	293896
17_3	0.95559	11.225	312580	312181
191_3	0.96718	7.000	383558	377303
2_4	0.93812	9.220	296634	310908
202_3	0.96299	6.164	438568	428414
205_3	0.96549	5.385	432716	424755
4_8	0.92064	10.817	262799	291695
5_8	0.93509	10.050	326850	320335
6_10	0.92863	20.543	372927	356557
7_8	0.96513	6.481	325484	323103
8_4	0.95991	6.000	332884	335016
