1_24	0.96102	5.916	313196	307754
11_3	0.96951	5.385	553803	550042
110_3	0.96294	7.000	453066	436254
111_2	0.96171	5.099	462415	454508
112_2	0.96573	5.000	397745	381965
12_3	0.95685	6.083	529522	505911
13_3	0.96024	7.874	520123	503408
15_3	0.94234	7.874	317742	342290
16_3	0.95762	6.083	285426	293896
17_3	0.95538	11.225	312153	312181
191_3	0.96731	7.000	383214	377303
2_4	0.93837	8.544	297353	310908
202_3	0.96277	7.000	438896	428414
205_3	0.96548	5.385	432895	424755
4_8	0.92155	11.576	264022	291695
5_8	0.92349	10.050	335545	320335
6_10	0.92130	21.471	379347	356557
7_8	0.96499	6.481	325320	323103
8_4	0.96010	6.000	333269	335016
