1_24	0.96088	5.916	319123	307754
11_3	0.96931	5.099	561736	550042
110_3	0.95755	11.225	462308	436254
111_2	0.96220	5.831	469604	454508
112_2	0.95747	10.247	407340	381965
12_3	0.95351	7.000	537377	505911
13_3	0.95840	6.403	527830	503408
15_3	0.94407	9.487	318876	342290
16_3	0.95892	6.000	285764	293896
17_3	0.95206	12.570	313802	312181
191_3	0.96771	6.000	384699	377303
2_4	0.93759	8.602	302434	310908
202_3	0.95984	7.211	441775	428414
205_3	0.96564	5.385	431825	424755
4_8	0.92512	10.817	265283	291695
5_8	0.91328	10.050	343192	320335
6_10	0.88929	24.269	412854	356557
7_8	0.96026	6.708	331952	323103
8_4	0.95866	7.616	340615	335016
