1_24	0.95814	9.000	304959	307754
100_23	0.96140	6.403	430199	442195
11_3	0.96572	5.831	540608	550042
110_3	0.96490	6.708	444047	436254
111_2	0.96369	7.280	452937	454508
112_2	0.96630	6.164	391761	381965
12_3	0.95764	6.164	518806	505911
15_3	0.92278	10.000	305859	342290
16_3	0.94882	6.481	277728	293896
17_3	0.95720	19.339	312551	312181
191_3	0.96291	8.246	379978	377303
2_4	0.92770	13.000	292140	310908
202_3	0.96273	8.062	436017	428414
205_3	0.96723	8.775	429315	424755
4_8	0.92839	10.000	268711	291695
5_8	0.91628	10.050	320768	320335
6_10	0.89236	46.583	388144	356557
7_8	0.95839	18.028	321382	323103
8_4	0.95486	6.000	326165	335016
