1_24	0.95819	9.000	304818	307754
100_23	0.96110	6.708	429531	442195
11_3	0.96578	5.745	540393	550042
110_3	0.96489	6.403	443699	436254
111_2	0.96355	7.280	452761	454508
112_2	0.96638	6.164	390969	381965
12_3	0.95764	6.164	518001	505911
15_3	0.92268	9.055	305765	342290
16_3	0.94850	6.481	277244	293896
17_3	0.95723	18.547	312526	312181
191_3	0.96251	8.000	379592	377303
2_4	0.92825	13.000	292712	310908
202_3	0.96230	8.062	435481	428414
205_3	0.96733	8.246	429149	424755
4_8	0.92826	10.000	268866	291695
5_8	0.91152	10.050	323860	320335
6_10	0.88928	47.550	390843	356557
7_8	0.95851	17.029	321238	323103
8_4	0.95490	6.000	326160	335016
